['placeholder', 'California', 67172, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 57667, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 57016, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 58418, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 77888, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 72547, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 48068, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 47875, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 66654, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 2238, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 59996, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 77481, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 51057, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 68037, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 41515, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 47995, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 19220, 'default prompt', [311, 'US-CAL-CISO']]
['placeholder', 'California', 42729, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 40618, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 61347, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 53046, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 64626, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 61250, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 64414, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 57573, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 41229, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 51188, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 55294, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 58650, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 72522, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 58305, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 67726, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 67859, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 83680, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 86097, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 73846, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 79531, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 52018, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 81150, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 78002, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 76283, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 64006, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 62233, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 37829, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 37604, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 75139, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 61561, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 44736, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 72219, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 54403, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 79858, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 54211, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 83348, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 72192, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 64775, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 86038, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 44016, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 45534, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 61050, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 65973, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 56886, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 48893, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 74928, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 69292, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 57037, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 72220, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 55680, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 51835, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 50250, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 51758, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 73939, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 422, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 34962, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 83886, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 3605, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 52119, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 68043, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 78202, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 76061, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 40220, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 40622, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 49185, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 76200, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 59442, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 83944, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 71006, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 57010, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 78155, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 84198, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 76026, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 60571, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 58937, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 77627, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 74631, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 45005, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 39639, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 45490, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 69795, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 60223, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 48194, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 80498, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 84451, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 32255, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 52816, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 61955, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 63094, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 72616, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 66954, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 81021, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 73351, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 2784, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 49933, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 57450, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 79948, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 58682, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 33074, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 76454, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 76331, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 40005, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 53061, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 64547, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 42549, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 79352, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 75965, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 35175, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 71792, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 48040, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 64486, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 68882, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 59784, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 64717, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 58993, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 76605, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 68460, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 46866, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 59616, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 78819, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 51394, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 53985, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 39757, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 44817, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 59429, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 69262, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 59923, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 7351, 'default prompt', [310, 'US-CAL-CISO']]
['placeholder', 'California', 4692, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 62639, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 51907, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 63727, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 55344, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 71485, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 68618, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 59117, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 74183, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 50800, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 68195, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 64010, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 81487, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 80377, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 45710, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 37754, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 46162, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 81355, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 76937, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 61335, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 1615, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 66660, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 47514, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 57657, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 82909, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 72307, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 56109, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 44483, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 40230, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 67148, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 71088, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 71159, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 84107, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 73182, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 75429, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 39788, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 39956, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 46072, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 48986, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 67400, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 54888, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 75462, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 58841, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 699, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 59892, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 76544, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 22761, 'default prompt', [308, 'US-CAL-CISO']]
['placeholder', 'California', 45472, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 61621, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 6397, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 44933, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 62855, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 68671, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 66147, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 41063, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 41975, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 67135, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 43157, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 76382, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 66122, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 42883, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 53674, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 103, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 27819, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 54337, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 56009, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 78876, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 46650, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 63046, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 38245, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 67021, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 80005, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 65397, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 47950, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 69061, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 53893, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 33618, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 54072, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 53668, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 71085, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 62597, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 44027, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 72836, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 4176, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 68057, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 36758, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 53293, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 80566, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 75554, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 74437, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 82741, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 62437, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 27823, 'default prompt', [247, 'US-CAL-CISO']]
['placeholder', 'California', 75884, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 16185, 'default prompt', [307, 'US-CAL-CISO']]
['placeholder', 'California', 65604, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 7914, 'default prompt', [310, 'US-CAL-CISO']]
['placeholder', 'California', 50598, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 73449, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 64700, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 53380, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 35674, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 79124, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 74532, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 54578, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 76888, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 24250, 'default prompt', [308, 'US-CAL-CISO']]
['placeholder', 'California', 35475, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 60458, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 82544, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 67743, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 50775, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 74557, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 71925, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 41356, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 20359, 'default prompt', [311, 'US-CAL-CISO']]
['placeholder', 'California', 72231, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 55755, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 72641, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 82118, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 55446, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 41316, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 78845, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 43617, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 49286, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 68254, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 76886, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 53597, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 48355, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 4528, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 81848, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 70437, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 77711, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 64546, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 79823, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 78973, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 30804, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 54594, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 1761, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 76276, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 60375, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 74423, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 55174, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 42483, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 72352, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 58029, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 39305, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 67228, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 76829, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 37786, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 51233, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 83235, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 63848, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 66115, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 34184, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 58417, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 40845, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 47510, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 37100, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 68223, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 29582, 'default prompt', [187, 'US-CAL-CISO']]
['placeholder', 'California', 6475, 'default prompt', [254, 'US-CAL-CISO']]
['placeholder', 'California', 65416, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 58391, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 19567, 'default prompt', [311, 'US-CAL-CISO']]
['placeholder', 'California', 63707, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 49978, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 54818, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 66141, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 57405, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 67004, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 59999, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 70158, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 65400, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 55940, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 74207, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 47588, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 79348, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 72527, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 55863, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 43828, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 73063, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 72963, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 57900, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 54571, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 62782, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 58775, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 65448, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 3592, 'default prompt', [289, 'US-CAL-CISO']]
['placeholder', 'California', 65632, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 84110, 'default prompt', [302, 'US-CAL-CISO']]
['placeholder', 'California', 81763, 'default prompt', [292, 'US-CAL-CISO']]
['placeholder', 'California', 58435, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 67457, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 70039, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 40410, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 61343, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 73278, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 42007, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 57829, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 63608, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 62057, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 74679, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 74470, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 52771, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 73325, 'default prompt', [286, 'US-CAL-CISO']]
['placeholder', 'California', 40680, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 35373, 'default prompt', [171, 'US-CAL-CISO']]
['placeholder', 'California', 68130, 'default prompt', [221, 'US-CAL-CISO']]
['placeholder', 'California', 58203, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 48192, 'default prompt', [110, 'US-CAL-CISO']]
['placeholder', 'California', 60453, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 44205, 'default prompt', [104, 'US-CAL-CISO']]
['placeholder', 'California', 63855, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 55907, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 69738, 'default prompt', [294, 'US-CAL-CISO']]
['placeholder', 'California', 51939, 'default prompt', [123, 'US-CAL-CISO']]
['placeholder', 'California', 55748, 'default prompt', [131, 'US-CAL-CISO']]
['placeholder', 'California', 42713, 'default prompt', [141, 'US-CAL-CISO']]
['placeholder', 'California', 75821, 'default prompt', [285, 'US-CAL-CISO']]
['placeholder', 'California', 37767, 'default prompt', [142, 'US-CAL-CISO']]
['placeholder', 'California', 61967, 'default prompt', [177, 'US-CAL-CISO']]
['placeholder', 'California', 57382, 'default prompt', [131, 'US-CAL-CISO']]
